Date,Track,Race Number,Horse,Barrier,Jockey,Trainer,SP,Finish Position,Race Distance,Class,Track Condition,Weather,Total Runners,Place,Win,SP_missing,JockeyWinRate,TrainerWinRate,HorseWinRate,Jockey_ID,Trainer_ID,Horse_ID,Jockey_Enc,Trainer_Enc,Horse_Enc
2025-10-25,MOONEE VALLEY,3,STARDOM,11,J MCDONALD,G & A WATERHOUSE & BOTT,6.0,0,1200,,GOOD4,OCAST,14,0,0,0,0.1447602131438721,0.1534170153417015,0.5,380,1185,38953,0.1447602131438721,0.1534170153417015,0.5
2025-10-25,MOONEE VALLEY,3,KUJENGA,1,DAMIAN LANE,ANNABEL & ROB ARCHIBALD,15.0,0,1200,,GOOD4,OCAST,14,0,0,0,0.129619415333701,0.082051282051282,0.1428571428571428,1305,192,21354,0.129619415333701,0.082051282051282,0.1428571428571428
2025-10-25,MOONEE VALLEY,3,ROHESIA,2,ETHAN BROWN,"M, W & J HAWKES",4.2,0,1200,,GOOD4,OCAST,14,0,0,0,0.1032798325191905,0.1107918263090676,0.1666666666666666,838,329,33907,0.1032798325191905,0.1107918263090676,0.1666666666666666
2025-10-25,MOONEE VALLEY,3,BUBION,12,LOGAN BATES,PATRICK F RYAN JNR,81.0,0,1200,,GOOD4,OCAST,14,0,0,0,0.1155347384855581,0.0843373493975903,0.0,746,3019,5480,0.1155347384855581,0.0843373493975903,0.0
2025-10-25,MOONEE VALLEY,3,PURE PASSION,9,ZAC SPAIN,P G MOODY,26.0,0,1200,,GOOD4,OCAST,14,0,0,0,0.0769230769230769,0.1009615384615384,0.1428571428571428,1307,3121,31988,0.0769230769230769,0.1009615384615384,0.1428571428571428
2025-10-25,MOONEE VALLEY,3,TEINE AULELEI,14,BEN MELHAM,LUKE OLIVER,13.0,0,1200,,GOOD4,OCAST,14,0,0,0,0.1011871113623516,0.0638297872340425,0.0,126,2321,40952,0.1011871113623516,0.0638297872340425,0.0
2025-10-25,MOONEE VALLEY,3,SHOCAP,7,LUKE NOLEN,PHILLIP STOKES,14.0,0,1200,,GOOD4,OCAST,14,0,0,0,0.1075110456553755,0.1335443037974683,0.5,769,3195,36588,0.1075110456553755,0.1335443037974683,0.5
2025-10-25,MOONEE VALLEY,3,QUICKAZ,5,JAMIE MOTT,JULIUS SANDHU,23.0,0,1200,,GOOD4,OCAST,14,0,0,0,0.1019141231246766,0.0912220309810671,0.5,107,1923,32234,0.1019141231246766,0.0912220309810671,0.5
2025-10-25,MOONEE VALLEY,3,PROFICIENT,3,M DEE,"M, W & J HAWKES",7.0,0,1200,,GOOD4,OCAST,14,0,0,0,0.1032798325191905,0.1107918263090676,1.0,838,329,31784,0.1032798325191905,0.1107918263090676,1.0
2025-10-25,MOONEE VALLEY,3,EXCENIA,10,BEN MELHAM,T & C MCEVOY,9.5,0,1200,,GOOD4,OCAST,14,0,0,0,0.1032798325191905,0.1144688644688644,0.0,838,4002,12318,0.1032798325191905,0.1144688644688644,0.0
2025-10-25,MOONEE VALLEY,3,TRES MAGNIFIQUE,8,MARK ZAHRA,T & N BUSUTTIN & YOUNG,5.0,0,1200,,GOOD4,OCAST,14,0,0,0,0.1548463356973995,0.0888369374634716,0.5,808,4045,42939,0.1548463356973995,0.0888369374634716,0.5
2025-10-25,MOONEE VALLEY,3,SERINDA,6,JORDAN CHILDS,DANNY O'BRIEN,81.0,0,1200,,GOOD4,OCAST,14,0,0,0,0.1538461538461538,0.102,0.25,290,835,35868,0.1538461538461538,0.102,0.25
2025-10-25,MOONEE VALLEY,3,EXTRAGALACTIC,4,DANIEL STACKHOUSE,TOBY & TRENT EDMONDS,26.0,0,1200,,GOOD4,OCAST,14,0,0,0,0.0993227990970654,0.0638297872340425,0.2,750,4046,12462,0.0993227990970654,0.0638297872340425,0.2
2025-10-25,MOONEE VALLEY,4,SALTY PEARL,4,ANTHONY ALLEN,C MAHER & D EUSTACE,2.5,0,1600,,GOOD4,OCAST,12,0,0,0,0.1140983606557377,0.0960688532216794,0.0,113,640,34892,0.1140983606557377,0.0960688532216794,0.0
2025-10-25,MOONEE VALLEY,4,PRESTIGE SNITZEL,5,JAMIE MOTT,M M LAURIE,16.0,0,1600,,GOOD4,OCAST,12,0,0,0,0.0971093044263776,0.1161616161616161,0.0,524,2538,31419,0.0971093044263776,0.1161616161616161,0.0
2025-10-25,MOONEE VALLEY,4,ENVIABLE,11,J MCDONALD,CHRIS WALLER,3.6,0,1600,,GOOD4,OCAST,12,0,0,0,0.0878754171301446,0.0754025301897642,0.0,678,4087,11957,0.0878754171301446,0.0754025301897642,0.0
2025-10-25,MOONEE VALLEY,4,POLISH PLAYGIRL,8,BLAKE SHINN,"M, W & J HAWKES",21.0,0,1600,,GOOD4,OCAST,12,0,0,0,0.0650470219435736,0.1063829787234042,0.125,942,2407,31020,0.0650470219435736,0.1063829787234042,0.125
2025-10-25,MOONEE VALLEY,4,RUSKA ROMA,7,JORDAN CHILDS,GRAHAME BEGG,6.0,0,1600,,GOOD4,OCAST,12,0,0,0,0.1135101789019124,0.0754025301897642,0.3333333333333333,600,4087,34575,0.1135101789019124,0.0754025301897642,0.3333333333333333
2025-10-25,MOONEE VALLEY,4,SUNLIT SERENADE,10,DAMIAN LANE,T & C MCEVOY,6.5,0,1600,,GOOD4,OCAST,12,0,0,0,0.1538461538461538,0.1144688644688644,0.25,290,4002,39813,0.1538461538461538,0.1144688644688644,0.25
2025-10-25,MOONEE VALLEY,4,ANGELOS,3,LOGAN BATES,ANDREW NOBLET,71.0,0,1600,,GOOD4,OCAST,12,0,0,0,0.0831367924528301,0.0963855421686747,0.3333333333333333,325,162,1541,0.0831367924528301,0.0963855421686747,0.3333333333333333
2025-10-25,MOONEE VALLEY,4,STAR OF OMAHA,12,TOM MADDEN,ANDREW ANGELONE,101.0,0,1600,,GOOD4,OCAST,12,0,0,0,0.0694333599361532,0.0350877192982456,0.3333333333333333,1232,140,38880,0.0694333599361532,0.0350877192982456,0.3333333333333333
2025-10-25,MOONEE VALLEY,4,STUNG,9,DANIEL STACKHOUSE,"M, W & J HAWKES",26.0,0,1600,,GOOD4,OCAST,12,0,0,0,0.0979538528515455,0.1107918263090676,0.5,304,329,39570,0.0979538528515455,0.1107918263090676,0.5
2025-10-25,MOONEE VALLEY,4,SKETCH,2,LOGAN MCNEIL,A & S FREEDMAN,31.0,0,1600,,GOOD4,OCAST,12,0,0,0,0.1169888097660223,0.1489111241907004,0.0,714,207,37289,0.1169888097660223,0.1489111241907004,0.0
2025-10-25,MOONEE VALLEY,4,TISSEYRE,6,BEAU MERTENS,KEN & K KEYS,81.0,0,1600,,GOOD4,OCAST,12,0,0,0,0.1019141231246766,0.0636942675159235,0.0,107,2047,42341,0.1019141231246766,0.0636942675159235,0.0
2025-10-25,MOONEE VALLEY,4,AMEDEI,1,MARK ZAHRA,M PRICE & M KENT JNR,26.0,0,1600,,GOOD4,OCAST,12,0,0,0,0.0732464307883302,0.1363636363636363,0.0,744,2695,1302,0.0732464307883302,0.1363636363636363,0.0
2025-10-25,MOONEE VALLEY,5,MIDDLE EARTH,8,ETHAN BROWN,C MAHER & D EUSTACE,4.4,0,2040,,GOOD4,OCAST,10,0,0,0,0.1548463356973995,0.0960688532216794,0.1428571428571428,808,640,25271,0.1548463356973995,0.0960688532216794,0.1428571428571428
2025-10-25,MOONEE VALLEY,5,POINT KING,10,BEN MELHAM,A & S FREEDMAN,6.0,0,2040,,GOOD4,OCAST,10,0,0,0,0.1180722891566265,0.1489111241907004,0.3333333333333333,116,207,30975,0.1180722891566265,0.1489111241907004,0.3333333333333333
2025-10-25,MOONEE VALLEY,5,CASINO SEVENTEEN,1,DAMIAN LANE,GAVIN BEDGGOOD,4.2,0,2040,,GOOD4,OCAST,10,0,0,0,0.1011871113623516,0.0887265135699373,0.12,126,1237,6486,0.1011871113623516,0.0887265135699373,0.12
2025-10-25,MOONEE VALLEY,5,FUTURE HISTORY,2,MARK ZAHRA,C MAHER & D EUSTACE,5.0,0,2040,,GOOD4,OCAST,10,0,0,0,0.1548463356973995,0.0960688532216794,0.0526315789473684,808,640,14449,0.1548463356973995,0.0960688532216794,0.0526315789473684
2025-10-25,MOONEE VALLEY,5,ALENQUER,4,JAMIE MOTT,"M, W & J HAWKES",41.0,0,2040,,GOOD4,OCAST,10,0,0,0,0.1135101789019124,0.1107918263090676,0.0,600,329,753,0.1135101789019124,0.1107918263090676,0.0
2025-10-25,MOONEE VALLEY,5,NAVAL COLLEGE,5,M DEE,ANNABEL & ROB ARCHIBALD,11.0,0,2040,,GOOD4,OCAST,10,0,0,0,3.2926146653057194e-05,0.082051282051282,0.1739130434782608,924,192,27657,3.2926146653057194e-05,0.082051282051282,0.1739130434782608
2025-10-25,MOONEE VALLEY,5,STAR OF INDIA,6,LOGAN MCNEIL,CHRIS WALLER,12.0,0,2040,,GOOD4,OCAST,10,0,0,0,0.1114206128133704,0.0862320958783981,0.0,523,628,38869,0.1114206128133704,0.0862320958783981,0.0
2025-10-25,MOONEE VALLEY,5,SIR KINGSFORD,9,HARRY COFFEY,G & N SEARLE & B CALLANAN,9.0,0,2040,,GOOD4,OCAST,10,0,0,0,0.0757314974182444,0.0976863753213367,0.3157894736842105,1206,1142,37116,0.0757314974182444,0.0976863753213367,0.3157894736842105
2025-10-25,MOONEE VALLEY,5,GLENTANEOUS,7,DANIEL STACKHOUSE,A & S FREEDMAN,41.0,0,2040,,GOOD4,OCAST,10,0,0,0,0.0859375,0.1489111241907004,0.2142857142857142,763,207,15135,0.0859375,0.1489111241907004,0.2142857142857142
2025-10-25,MOONEE VALLEY,5,LINCOLN ROCKS,3,CRAIG WILLIAMS,ANNABEL & ROB ARCHIBALD,12.0,0,2040,,GOOD4,OCAST,10,0,0,0,0.1155347384855581,0.082051282051282,0.1578947368421052,746,192,22620,0.1155347384855581,0.082051282051282,0.1578947368421052
2025-10-25,MOONEE VALLEY,6,JENNILALA,6,BLAKE SHINN,GAVIN BEDGGOOD,14.0,0,2040,,GOOD4,OCAST,15,0,0,0,0.1798780487804878,0.0887265135699373,0.1764705882352941,131,1237,19628,0.1798780487804878,0.0887265135699373,0.1764705882352941
2025-10-25,MOONEE VALLEY,6,POSITIVITY,7,DAMIAN LANE,ANDREW FORSMAN,41.0,0,2040,,GOOD4,OCAST,15,0,0,0,0.1140983606557377,0.072463768115942,0.1538461538461538,113,151,31165,0.1140983606557377,0.072463768115942,0.1538461538461538
2025-10-25,MOONEE VALLEY,6,MOLLY BLOOM,10,H BOWMAN,CHRIS WALLER,19.0,0,2040,,GOOD4,OCAST,15,0,0,0,0.1538461538461538,0.0862320958783981,0.0,290,628,26346,0.1538461538461538,0.0862320958783981,0.0
2025-10-25,MOONEE VALLEY,6,SEA WHAT I SEE,12,CRAIG WILLIAMS,DANNY O'BRIEN,14.0,0,2040,,GOOD4,OCAST,15,0,0,0,0.1268255188316679,0.102,0.5555555555555556,269,835,35505,0.1268255188316679,0.102,0.5555555555555556
2025-10-25,MOONEE VALLEY,6,DASHING DUCHESS,10,LOGAN BATES,SYMON WILDE,41.0,0,2040,,GOOD4,OCAST,15,0,0,0,0.0831367924528301,0.125,0.1875,325,3817,9304,0.0831367924528301,0.125,0.1875
2025-10-25,MOONEE VALLEY,6,MOVIN OUT,3,BEN MELHAM,CHRIS WALLER,12.0,0,2040,,GOOD4,OCAST,15,0,0,0,0.1180722891566265,0.0862320958783981,0.0909090909090909,116,628,26847,0.1180722891566265,0.0862320958783981,0.0909090909090909
2025-10-25,MOONEE VALLEY,6,GOOD BANTER,1,M DEE,JOHN O'SHEA & TOM CHARLTON,26.0,0,2040,,GOOD4,OCAST,15,0,0,0,0.129619415333701,0.1101485148514851,0.1052631578947368,1305,1831,15545,0.129619415333701,0.1101485148514851,0.1052631578947368
2025-10-25,MOONEE VALLEY,6,SHE'S A HUSTLER,9,JORDAN CHILDS,GRAHAME BEGG,2.8,0,2040,,GOOD4,OCAST,15,0,0,0,0.1135101789019124,0.1745454545454545,0.5714285714285714,600,1353,36253,0.1135101789019124,0.1745454545454545,0.5714285714285714
2025-10-25,MOONEE VALLEY,6,SHE'S UNUSUAL,8,ZOE LLOYD,JOHN O'SHEA & TOM CHARLTON,3.1,0,2040,,GOOD4,OCAST,15,0,0,0,0.129619415333701,0.1101485148514851,0.3571428571428571,1305,1831,36354,0.129619415333701,0.1101485148514851,0.3571428571428571
2025-10-25,MOONEE VALLEY,6,REAL CLASS,13,BEN MELHAM,CHRIS WALLER,26.0,0,2040,,GOOD4,OCAST,15,0,0,0,0.1143473570658036,0.0862320958783981,0.0,9,628,32677,0.1143473570658036,0.0862320958783981,0.0
2025-10-25,MOONEE VALLEY,6,TERRESTAR,4,BEAU MERTENS,"M, W & J HAWKES",21.0,0,2040,,GOOD4,OCAST,15,0,0,0,0.0971093044263776,0.1063829787234042,0.125,524,2407,41097,0.0971093044263776,0.1063829787234042,0.125
2025-10-25,MOONEE VALLEY,6,BLINDEDBYTHELIGHT,14,ZAC SPAIN,P G MOODY,11.0,0,2040,,GOOD4,OCAST,15,0,0,0,0.0769230769230769,0.1009615384615384,0.5,1307,3121,4289,0.0769230769230769,0.1009615384615384,0.5
2025-10-25,MOONEE VALLEY,6,EXPEETEE,11,LOGAN MCNEIL,GERALD EGAN,81.0,0,2040,,GOOD4,OCAST,15,0,0,0,0.0721153846153846,0.0932203389830508,0.1538461538461538,713,1288,12389,0.0721153846153846,0.0932203389830508,0.1538461538461538
2025-10-25,MOONEE VALLEY,6,SUNSET PARK,2,LACHLAN NEINDORF,BRAD WIDDUP,51.0,0,2040,,GOOD4,OCAST,15,0,0,0,0.0898510242085661,0.0754025301897642,0.2666666666666666,40,4087,39858,0.0898510242085661,0.0754025301897642,0.2666666666666666
2025-10-25,MOONEE VALLEY,6,INFINITY IMPERIAL,5,HARRY COFFEY,L HO,71.0,0,2040,,GOOD4,OCAST,15,0,0,0,0.1046875,0.0849056603773584,0.0666666666666666,205,2261,18781,0.1046875,0.0849056603773584,0.0666666666666666
2025-10-25,MOONEE VALLEY,7,PINSTRIPED,3,CRAIG WILLIAMS,ENVER JUSUFOVIC,8.5,0,1600,,GOOD4,OCAST,9,0,0,0,0.0971093044263776,0.1210045662100456,0.1363636363636363,524,1092,30734,0.0971093044263776,0.1210045662100456,0.1363636363636363
2025-10-25,MOONEE VALLEY,7,PORT LOCKROY,7,LOGAN MCNEIL,ANNABEL & ROB ARCHIBALD,34.0,0,1600,,GOOD4,OCAST,9,0,0,0,0.0910081743869209,0.0754025301897642,0.064516129032258,627,4087,31127,0.0910081743869209,0.0754025301897642,0.064516129032258
2025-10-25,MOONEE VALLEY,7,DESERT LIGHTNING,6,LUKE NOLEN,P G MOODY,6.0,0,1600,,GOOD4,OCAST,9,0,0,0,0.1075110456553755,0.1009615384615384,0.0909090909090909,769,3121,9861,0.1075110456553755,0.1009615384615384,0.0909090909090909
2025-10-25,MOONEE VALLEY,7,RISE AT DAWN,2,M DEE,"M, W & J HAWKES",4.2,0,1600,,GOOD4,OCAST,9,0,0,0,0.1076769690927218,0.1107918263090676,0.35,615,329,33537,0.1076769690927218,0.1107918263090676,0.35
2025-10-25,MOONEE VALLEY,7,GOLDEN PATH,4,BLAKE SHINN,M PRICE & M KENT JNR,4.0,0,1600,,GOOD4,OCAST,9,0,0,0,0.1135101789019124,0.0754025301897642,0.2105263157894736,600,4087,15484,0.1135101789019124,0.0754025301897642,0.2105263157894736
2025-10-25,MOONEE VALLEY,7,EL ROCKO,8,JAMIE MOTT,JOHN MCARDLE,14.0,0,1600,,GOOD4,OCAST,9,0,0,0,0.0971093044263776,0.0838926174496644,0.1276595744680851,524,1822,11454,0.0971093044263776,0.0838926174496644,0.1276595744680851
2025-10-25,MOONEE VALLEY,7,VON HAUKE,5,ETHAN BROWN,ROD BROWN,8.5,0,1600,,GOOD4,OCAST,9,0,0,0,0.0979538528515455,0.0754025301897642,0.0909090909090909,304,4087,44542,0.0979538528515455,0.0754025301897642,0.0909090909090909
2025-10-25,MOONEE VALLEY,7,OH TOO GOOD,1,DAMIAN LANE,KEVIN DAFFY,4.2,0,1600,,GOOD4,OCAST,9,0,0,0,0.1538461538461538,0.4545454545454545,0.5555555555555556,290,2083,28874,0.1538461538461538,0.4545454545454545,0.5555555555555556
2025-10-25,MOONEE VALLEY,7,RUMBLED AGAIN,9,LACHLAN NEINDORF,MICHAEL TROTTER,71.0,0,1600,,GOOD4,OCAST,9,0,0,0,0.1169888097660223,0.0754716981132075,0.1333333333333333,714,2665,34466,0.1169888097660223,0.0754716981132075,0.1333333333333333
2025-10-25,MOONEE VALLEY,8,JIGSAW,3,LOGAN BATES,MS C ALDERSON,31.0,0,1200,,GOOD4,OCAST,9,0,0,0,0.0993227990970654,0.0798004987531172,0.125,750,642,19714,0.0993227990970654,0.0798004987531172,0.125
2025-10-25,MOONEE VALLEY,8,REGAL ZEUS,6,DANIEL STACKHOUSE,JOHN MCARDLE,26.0,0,1200,,GOOD4,OCAST,9,0,0,0,0.0979538528515455,0.0838926174496644,0.25,304,1822,33075,0.0979538528515455,0.0838926174496644,0.25
2025-10-25,MOONEE VALLEY,8,TROPICUS,8,DAMIAN LANE,A & S FREEDMAN,4.4,0,1200,,GOOD4,OCAST,9,0,0,0,0.1538461538461538,0.1489111241907004,0.2222222222222222,290,207,43066,0.1538461538461538,0.1489111241907004,0.2222222222222222
2025-10-25,MOONEE VALLEY,8,KLABEL,1,MARK ZAHRA,J RICHARDS,21.0,0,1200,,GOOD4,OCAST,9,0,0,0,0.1268255188316679,0.1156756756756756,0.2777777777777778,269,3324,21135,0.1268255188316679,0.1156756756756756,0.2777777777777778
2025-10-25,MOONEE VALLEY,8,CHARM STONE,9,BLAKE SHINN,M PRICE & M KENT JNR,2.3,0,1200,,GOOD4,OCAST,9,0,0,0,0.1798780487804878,0.1363636363636363,0.2727272727272727,131,2695,6970,0.1798780487804878,0.1363636363636363,0.2727272727272727
2025-10-25,MOONEE VALLEY,8,TIGER SHARK,2,CRAIG WILLIAMS,CLAYTON DOUGLAS,31.0,0,1200,,GOOD4,OCAST,9,0,0,0,0.0859375,0.0897435897435897,0.15,763,654,42177,0.0859375,0.0897435897435897,0.15
2025-10-25,MOONEE VALLEY,8,NIANCE,7,JORDAN CHILDS,GRAHAME BEGG,6.0,0,1200,,GOOD4,OCAST,9,0,0,0,0.1135101789019124,0.1745454545454545,0.2857142857142857,600,1353,27943,0.1135101789019124,0.1745454545454545,0.2857142857142857
2025-10-25,MOONEE VALLEY,8,BRIDAL WALTZ,5,LUKE NOLEN,P G MOODY,7.5,0,1200,,GOOD4,OCAST,9,0,0,0,0.1075110456553755,0.0754025301897642,0.3571428571428571,769,4087,5224,0.1075110456553755,0.0754025301897642,0.3571428571428571
2025-10-25,MOONEE VALLEY,8,VESTAS,4,BEN MELHAM,CLINTON MCDONALD,8.5,0,1200,,GOOD4,OCAST,9,0,0,0,0.1180722891566265,0.1305555555555555,0.0,116,665,44202,0.1180722891566265,0.1305555555555555,0.0
2025-10-25,MOONEE VALLEY,9,OBSERVER,9,MARK ZAHRA,C MAHER & D EUSTACE,2.0,0,2040,,GOOD4,OCAST,14,0,0,0,0.1447602131438721,0.0960688532216794,0.25,380,640,28704,0.1447602131438721,0.0960688532216794,0.25
